Reference, Value, Footprint, Datasheet, Cost QTY: 1, Cost QTY: 1000, Cost QTY: 10000, Cost QTY: 2500, Cost QTY: 5000, Date Created, Date Modified, Description, Designer, Height, Lead-Free ?, MFR, MFR#, Management_ID, Mounting, Package, Pin Count #, RoHS Levels, Status, Tolerance, Type, Vendor, Vendor #, Voltage, _Value_
"R31","RC0402FR-071KL","AVR-KiCAD-Lib-Resistors:R0402","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf","0.10000","0.00289","0.00163","0.00251","0.00207","12/11/2019","12/11/2019"," kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","AVR","0.4mm","Yes","Yageo","RC0402FR-071KL","*","SMT","0402","2","1","Active","1%","Thick Film Resistor","Digikey","311-1.00KLRTR-ND","*","1K"
"R33","RC0402FR-071KL","AVR-KiCAD-Lib-Resistors:R0402","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf","0.10000","0.00289","0.00163","0.00251","0.00207","12/11/2019","12/11/2019"," kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","AVR","0.4mm","Yes","Yageo","RC0402FR-071KL","*","SMT","0402","2","1","Active","1%","Thick Film Resistor","Digikey","311-1.00KLRTR-ND","*","1K"
"D14","LTST-C194TBKT","growbox-KiCAD-Diodes:LED0603","http://optoelectronics.liteon.com/upload/download/DS22-2010-0025/LTST-C194TBKT.PDF","0.42000","0.07797","0.05424","*","0.06102","3/1/2020","3/1/2020","Blue 468nm LED Indication - Discrete 3.3V 0603 (1608 Metric)","AVR","0.45mm","Yes","Lite-On Inc.","LTST-C194TBKT","*","SMT","0603","2","1","Active","*","Blue LED Colorless","Digikey","160-1837-2-ND","3.3V","Blue LED"
"D16","LTST-C194TBKT","growbox-KiCAD-Diodes:LED0603","http://optoelectronics.liteon.com/upload/download/DS22-2010-0025/LTST-C194TBKT.PDF","0.42000","0.07797","0.05424","*","0.06102","3/1/2020","3/1/2020","Blue 468nm LED Indication - Discrete 3.3V 0603 (1608 Metric)","AVR","0.45mm","Yes","Lite-On Inc.","LTST-C194TBKT","*","SMT","0603","2","1","Active","*","Blue LED Colorless","Digikey","160-1837-2-ND","3.3V","Blue LED"
"D19","LTST-C194TBKT","growbox-KiCAD-Diodes:LED0603","http://optoelectronics.liteon.com/upload/download/DS22-2010-0025/LTST-C194TBKT.PDF","0.42000","0.07797","0.05424","*","0.06102","3/1/2020","3/1/2020","Blue 468nm LED Indication - Discrete 3.3V 0603 (1608 Metric)","AVR","0.45mm","Yes","Lite-On Inc.","LTST-C194TBKT","*","SMT","0603","2","1","Active","*","Blue LED Colorless","Digikey","160-1837-2-ND","3.3V","Blue LED"
"R28","RC0402FR-071KL","AVR-KiCAD-Lib-Resistors:R0402","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf","0.10000","0.00289","0.00163","0.00251","0.00207","12/11/2019","12/11/2019"," kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","AVR","0.4mm","Yes","Yageo","RC0402FR-071KL","*","SMT","0402","2","1","Active","1%","Thick Film Resistor","Digikey","311-1.00KLRTR-ND","*","1K"
"R30","RC0402FR-071KL","AVR-KiCAD-Lib-Resistors:R0402","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf","0.10000","0.00289","0.00163","0.00251","0.00207","12/11/2019","12/11/2019"," kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","AVR","0.4mm","Yes","Yageo","RC0402FR-071KL","*","SMT","0402","2","1","Active","1%","Thick Film Resistor","Digikey","311-1.00KLRTR-ND","*","1K"
"R32","RC0402FR-071KL","AVR-KiCAD-Lib-Resistors:R0402","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf","0.10000","0.00289","0.00163","0.00251","0.00207","12/11/2019","12/11/2019"," kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","AVR","0.4mm","Yes","Yageo","RC0402FR-071KL","*","SMT","0402","2","1","Active","1%","Thick Film Resistor","Digikey","311-1.00KLRTR-ND","*","1K"
"D15","LTST-C194TBKT","growbox-KiCAD-Diodes:LED0603","http://optoelectronics.liteon.com/upload/download/DS22-2010-0025/LTST-C194TBKT.PDF","0.42000","0.07797","0.05424","*","0.06102","3/1/2020","3/1/2020","Blue 468nm LED Indication - Discrete 3.3V 0603 (1608 Metric)","AVR","0.45mm","Yes","Lite-On Inc.","LTST-C194TBKT","*","SMT","0603","2","1","Active","*","Blue LED Colorless","Digikey","160-1837-2-ND","3.3V","Blue LED"
"D17","LTST-C194TBKT","growbox-KiCAD-Diodes:LED0603","http://optoelectronics.liteon.com/upload/download/DS22-2010-0025/LTST-C194TBKT.PDF","0.42000","0.07797","0.05424","*","0.06102","3/1/2020","3/1/2020","Blue 468nm LED Indication - Discrete 3.3V 0603 (1608 Metric)","AVR","0.45mm","Yes","Lite-On Inc.","LTST-C194TBKT","*","SMT","0603","2","1","Active","*","Blue LED Colorless","Digikey","160-1837-2-ND","3.3V","Blue LED"
"J1","Conn_01x07","Pin_Headers:Pin_Header_Angled_1x07_Pitch2.54mm","~"
"M4","Arduino_DUE_Shield_TEMP","growbox-KiCAD-Special:Arduino_Due_Shield","","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","Arduino DUE"
"L2","MH2029-300Y","growbox-KiCAD-Inductors:MH2029-300Y","https://www.bourns.com/docs/Product-Datasheets/mh.pdf","0.10000","0.07300","*","*","*","5/31/2020","5/31/2020","FERRITE BEAD 30 OHM 0805 1LN","AVR","1.10mm","Yes","MH2029-300Y","Bourns Inc.","*","SMT","0603","2","1","Active","*","Ferrite Bead","Digikey","MH2029-300YTR-ND","*","30 Ohms @ 100MHz"
"L4","MH1608-800Y","growbox-KiCAD-Inductors:I0603","https://www.bourns.com/docs/Product-Datasheets/mh.pdf","0.10000","0.02508","0.01740","*","0.01920","3/1/2020","3/1/2020","80 Ohms @ 100MHz 1 Power, Signal Line Ferrite Bead 0603 (1608 Metric) 3A 40mOhm","AVR","1mm","Yes","MH1608-800Y","Bourns Inc.","*","SMT","0603","2","1","Active","*","Ferrite Bead","Digikey","MH1608-800YTR-ND","*","80 Ohms @ 100MHz"
"L1","MH1608-800Y","growbox-KiCAD-Inductors:I0603","https://www.bourns.com/docs/Product-Datasheets/mh.pdf","0.10000","0.02508","0.01740","*","0.01920","3/1/2020","3/1/2020","80 Ohms @ 100MHz 1 Power, Signal Line Ferrite Bead 0603 (1608 Metric) 3A 40mOhm","AVR","1mm","Yes","MH1608-800Y","Bourns Inc.","*","SMT","0603","2","1","Active","*","Ferrite Bead","Digikey","MH1608-800YTR-ND","*","80 Ohms @ 100MHz"
"L3","MH1608-800Y","growbox-KiCAD-Inductors:I0603","https://www.bourns.com/docs/Product-Datasheets/mh.pdf","0.10000","0.02508","0.01740","*","0.01920","3/1/2020","3/1/2020","80 Ohms @ 100MHz 1 Power, Signal Line Ferrite Bead 0603 (1608 Metric) 3A 40mOhm","AVR","1mm","Yes","MH1608-800Y","Bourns Inc.","*","SMT","0603","2","1","Active","*","Ferrite Bead","Digikey","MH1608-800YTR-ND","*","80 Ohms @ 100MHz"
"C3","UWT1H470MCL1GS","growbox-KiCAD-Capacitors:UWT1H470MCL1GS","https://www.nichicon.co.jp/english/products/pdfs/e-uux.pdf","0.50","0.12174","0.09739","0.11566","0.10348","3/9/2020","3/9/2020","47µF 50V Aluminum Electrolytic Capacitors Radial, Can - SMD  1000 Hrs @ 105°C","AVR","10.5mm","Yes","Nichicon","UWT1H470MCL1GS","*","SMT","*","2","1","Active","20%","Aluminum Electrolytic Cap","Digikey","493-2225-1-ND","63V","47uF"
"D22","B240A-13-F","growbox-KiCAD-Diodes:B240A-13-F","https://www.diodes.com/assets/Datasheets/ds13004.pdf","0.41000","0.10100","0.07828","0.09242","0.08838","3/30/2020","3/30/2020","Diode Schottky 40V 2A Surface Mount SMA","AVR","0.73mm","Yes","Diodes Incorporated","B240A-13-F","*","SMT","DO-214AC, SMA","2","1","Active","*","TVS Diode","Digikey","B240A-FDICT-ND","40V","B240A-13-F"
"R35","RC0402FR-071KL","AVR-KiCAD-Lib-Resistors:R0402","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf","0.10000","0.00289","0.00163","0.00251","0.00207","12/11/2019","12/11/2019"," kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","AVR","0.4mm","Yes","Yageo","RC0402FR-071KL","*","SMT","0402","2","1","Active","1%","Thick Film Resistor","Digikey","311-1.00KLRTR-ND","*","1K"
"D23","LTST-C194KGKT","growbox-KiCAD-Diodes:LED0603","https://optoelectronics.liteon.com/upload/download/DS22-2010-0197/LTST-C194KGKT.PDF","0.39000","0.07027","0.05382","0.06877","0.05980","5/31/2020","5/31/2020","Green 572nm LED Indication - Discrete 2.1V 0603 (1608 Metric)","AVR","0.45mm","Yes","Lite-On Inc.","LTST-C194KGKT","*","SMT","0603","2","1","Active","*","LED GREEN CLEAR SMD","Digikey","160-1834-2-ND","2.1V","GREEN LED"
"D21","LTST-C194TBKT","growbox-KiCAD-Diodes:LED0603","http://optoelectronics.liteon.com/upload/download/DS22-2010-0025/LTST-C194TBKT.PDF","0.42000","0.07797","0.05424","*","0.06102","3/1/2020","3/1/2020","Blue 468nm LED Indication - Discrete 3.3V 0603 (1608 Metric)","AVR","0.45mm","Yes","Lite-On Inc.","LTST-C194TBKT","*","SMT","0603","2","1","Active","*","Blue LED Colorless","Digikey","160-1837-2-ND","3.3V","Blue LED"
"R34","RC0402FR-071KL","AVR-KiCAD-Lib-Resistors:R0402","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf","0.10000","0.00289","0.00163","0.00251","0.00207","12/11/2019","12/11/2019"," kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","AVR","0.4mm","Yes","Yageo","RC0402FR-071KL","*","SMT","0402","2","1","Active","1%","Thick Film Resistor","Digikey","311-1.00KLRTR-ND","*","1K"
"T20","5033981892","growbox-KiCAD-Connectors:MOLEX_503398-1892","https://www.molex.com/pdm_docs/sd/5033981892_sd.pdf","2.65000","1.47345","*","1.25020","1.18769","6/2/2020","6/2/2020","9 (8 + 1) Position Card Connector microSD™ Surface Mount, Right Angle Gold","AVR","1.28mm","Yes","Molex","5033981892","*","SMT","Proprietary","10","1","Active","*","MicroSD Slot","Digikey","WM11190TR-ND","3.3V","5033981892"
"C14","GRM155R71E104KE14J","growbox-KiCAD-Capacitors:C0402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71E104KE14-01.pdf","0.10000","0.00941","*","0.00855","0.00787","2/28/2020","2/28/2020","0.1µF ±10% 25V Ceramic Capacitor X7R 0402 (1005 Metric)","AVR","0.55mm","Yes","Murata Electronics","GRM155R71E104KE14J","*","SMT","0402","2","1","Active","10%","Ceramic Cap","Digikey","490-14603-1-ND","25V","0.1uF"
"U6","SHT35-DIS-B2.5KS","growbox-KiCAD-ICs:DFN8_SHT35","https://media.digikey.com/pdf/Data%20Sheets/Sensirion%20PDFs/HT_DS_SHT3x_DIS.pdf","12.41000","6.09840","*","5.44500","*","2/28/2020","2/28/2020","SENSOR HUMI/TEMP 5V I2C 1.5% SMD","AVR","0.9mm","Yes","Sensirion AG","SHT35-DIS-B2.5KS","*","SMT","8DFN","9","1","Active","*","I2C Temp and Humidity Sensing","Digikey","1649-1062-1-ND","2.15V-5.5V","SHT35-DIS-B2.5KS"
"C15","GRM155R71E104KE14J","growbox-KiCAD-Capacitors:C0402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71E104KE14-01.pdf","0.10000","0.00941","*","0.00855","0.00787","2/28/2020","2/28/2020","0.1µF ±10% 25V Ceramic Capacitor X7R 0402 (1005 Metric)","AVR","0.55mm","Yes","Murata Electronics","GRM155R71E104KE14J","*","SMT","0402","2","1","Active","10%","Ceramic Cap","Digikey","490-14603-1-ND","25V","0.1uF"
"R37","RC0402FR-074K7L","growbox-KiCAD-Resistors:R0402","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf","0.10000","0.00289","0.00163","0.00251","0.00207","12/11/2019","12/11/2019","4.7 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","AVR","0.4mm","Yes","Yageo","RC0402FR-074K7L","*","SMT","0402","2","1","Active","1%","Thick Film Resistor","Digikey","311-4.7KLRCT-ND","*","4.7K"
"R36","RC0402FR-074K7L","growbox-KiCAD-Resistors:R0402","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf","0.10000","0.00289","0.00163","0.00251","0.00207","12/11/2019","12/11/2019","4.7 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","AVR","0.4mm","Yes","Yageo","RC0402FR-074K7L","*","SMT","0402","2","1","Active","1%","Thick Film Resistor","Digikey","311-4.7KLRCT-ND","*","4.7K"
"T23","5120","growbox-KiCAD-Connectors:5120","http://www.keyelco.com/product-pdf.cfm?p=1343","0.35000","0.17140","0.13384","0.15296","0.14340","6/2/2020","6/2/2020","Brown PC Test Point, Compact Phosphor Bronze, Silver Plating 0.063" (1.60mm) Hole Diameter Mounting Type","AVR","5.59mm","es","Keystone Electronics","5120","*","ThroughHole","Proprietary","1","1","Active","*","Test Point","Digikey","36-5120-ND","*","5120"
"T24","5120","growbox-KiCAD-Connectors:5120","http://www.keyelco.com/product-pdf.cfm?p=1343","0.35000","0.17140","0.13384","0.15296","0.14340","6/2/2020","6/2/2020","Brown PC Test Point, Compact Phosphor Bronze, Silver Plating 0.063" (1.60mm) Hole Diameter Mounting Type","AVR","5.59mm","es","Keystone Electronics","5120","*","ThroughHole","Proprietary","1","1","Active","*","Test Point","Digikey","36-5120-ND","*","5120"
"T25","5120","growbox-KiCAD-Connectors:5120","http://www.keyelco.com/product-pdf.cfm?p=1343","0.35000","0.17140","0.13384","0.15296","0.14340","6/2/2020","6/2/2020","Brown PC Test Point, Compact Phosphor Bronze, Silver Plating 0.063" (1.60mm) Hole Diameter Mounting Type","AVR","5.59mm","es","Keystone Electronics","5120","*","ThroughHole","Proprietary","1","1","Active","*","Test Point","Digikey","36-5120-ND","*","5120"
"T26","5120","growbox-KiCAD-Connectors:5120","http://www.keyelco.com/product-pdf.cfm?p=1343","0.35000","0.17140","0.13384","0.15296","0.14340","6/2/2020","6/2/2020","Brown PC Test Point, Compact Phosphor Bronze, Silver Plating 0.063" (1.60mm) Hole Diameter Mounting Type","AVR","5.59mm","es","Keystone Electronics","5120","*","ThroughHole","Proprietary","1","1","Active","*","Test Point","Digikey","36-5120-ND","*","5120"
"T22","5120","growbox-KiCAD-Connectors:5120","http://www.keyelco.com/product-pdf.cfm?p=1343","0.35000","0.17140","0.13384","0.15296","0.14340","6/2/2020","6/2/2020","Brown PC Test Point, Compact Phosphor Bronze, Silver Plating 0.063" (1.60mm) Hole Diameter Mounting Type","AVR","5.59mm","es","Keystone Electronics","5120","*","ThroughHole","Proprietary","1","1","Active","*","Test Point","Digikey","36-5120-ND","*","5120"
"T21","5120","growbox-KiCAD-Connectors:5120","http://www.keyelco.com/product-pdf.cfm?p=1343","0.35000","0.17140","0.13384","0.15296","0.14340","6/2/2020","6/2/2020","Brown PC Test Point, Compact Phosphor Bronze, Silver Plating 0.063" (1.60mm) Hole Diameter Mounting Type","AVR","5.59mm","es","Keystone Electronics","5120","*","ThroughHole","Proprietary","1","1","Active","*","Test Point","Digikey","36-5120-ND","*","5120"
"R42","RC0402FR-071KL","AVR-KiCAD-Lib-Resistors:R0402","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf","0.10000","0.00289","0.00163","0.00251","0.00207","12/11/2019","12/11/2019"," kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","AVR","0.4mm","Yes","Yageo","RC0402FR-071KL","*","SMT","0402","2","1","Active","1%","Thick Film Resistor","Digikey","311-1.00KLRTR-ND","*","1K"
"R43","RC0402FR-071KL","AVR-KiCAD-Lib-Resistors:R0402","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf","0.10000","0.00289","0.00163","0.00251","0.00207","12/11/2019","12/11/2019"," kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","AVR","0.4mm","Yes","Yageo","RC0402FR-071KL","*","SMT","0402","2","1","Active","1%","Thick Film Resistor","Digikey","311-1.00KLRTR-ND","*","1K"
"R44","RC0402FR-071KL","AVR-KiCAD-Lib-Resistors:R0402","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf","0.10000","0.00289","0.00163","0.00251","0.00207","12/11/2019","12/11/2019"," kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","AVR","0.4mm","Yes","Yageo","RC0402FR-071KL","*","SMT","0402","2","1","Active","1%","Thick Film Resistor","Digikey","311-1.00KLRTR-ND","*","1K"
"R45","RC0402FR-071KL","AVR-KiCAD-Lib-Resistors:R0402","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf","0.10000","0.00289","0.00163","0.00251","0.00207","12/11/2019","12/11/2019"," kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film","AVR","0.4mm","Yes","Yageo","RC0402FR-071KL","*","SMT","0402","2","1","Active","1%","Thick Film Resistor","Digikey","311-1.00KLRTR-ND","*","1K"
